#Raman_shift/cm-1          I_tot                 I_e                   I_h
  -693.0        1.576235461124E-009   1.619813534384E-008   7.851488340279E-009
  -692.9        1.575904086414E-009   1.619479885549E-008   7.849887661920E-009
  -692.8        1.575572834837E-009   1.619146361734E-008   7.848287585900E-009
  -692.7        1.575241706335E-009   1.618812962881E-008   7.846688111939E-009
  -692.6        1.574910700851E-009   1.618479688931E-008   7.845089239759E-009
  -692.5        1.574579818328E-009   1.618146539827E-008   7.843490969083E-009
  -692.4        1.574249058709E-009   1.617813515511E-008   7.841893299631E-009
  -692.3        1.573918421937E-009   1.617480615925E-008   7.840296231127E-009
  -692.2        1.573587907955E-009   1.617147841011E-008   7.838699763291E-009
  -692.1        1.573257516705E-009   1.616815190713E-008   7.837103895846E-009
  -692.0        1.572927248131E-009   1.616482664971E-008   7.835508628515E-009
  -691.9        1.572597102176E-009   1.616150263729E-008   7.833913961021E-009
  -691.8        1.572267078782E-009   1.615817986928E-008   7.832319893086E-009
  -691.7        1.571937177894E-009   1.615485834511E-008   7.830726424433E-009
  -691.6        1.571607399453E-009   1.615153806421E-008   7.829133554785E-009
  -691.5        1.571277743404E-009   1.614821902600E-008   7.827541283866E-009
  -691.4        1.570948209689E-009   1.614490122991E-008   7.825949611398E-009
  -691.3        1.570618798252E-009   1.614158467536E-008   7.824358537107E-009
  -691.2        1.570289509035E-009   1.613826936177E-008   7.822768060715E-009
  -691.1        1.569960341983E-009   1.613495528858E-008   7.821178181947E-009
  -691.0        1.569631297039E-009   1.613164245521E-008   7.819588900526E-009
  -690.9        1.569302374146E-009   1.612833086108E-008   7.818000216177E-009
  -690.8        1.568973573247E-009   1.612502050563E-008   7.816412128625E-009
  -690.7        1.568644894285E-009   1.612171138828E-008   7.814824637593E-009
  -690.6        1.568316337205E-009   1.611840350846E-008   7.813237742807E-009
  -690.5        1.567987901950E-009   1.611509686560E-008   7.811651443992E-009
  -690.4        1.567659588464E-009   1.611179145912E-008   7.810065740873E-009
  -690.3        1.567331396689E-009   1.610848728845E-008   7.808480633175E-009
  -690.2        1.567003326569E-009   1.610518435304E-008   7.806896120623E-009
  -690.1        1.566675378049E-009   1.610188265229E-008   7.805312202943E-009
  -690.0        1.566347551072E-009   1.609858218565E-008   7.803728879862E-009
  -689.9        1.566019845582E-009   1.609528295254E-008   7.802146151104E-009
  -689.8        1.565692261521E-009   1.609198495240E-008   7.800564016396E-009
  -689.7        1.565364798835E-009   1.608868818465E-008   7.798982475464E-009
  -689.6        1.565037457467E-009   1.608539264873E-008   7.797401528035E-009
  -689.5        1.564710237360E-009   1.608209834407E-008   7.795821173835E-009
  -689.4        1.564383138459E-009   1.607880527009E-008   7.794241412591E-009
  -689.3        1.564056160708E-009   1.607551342624E-008   7.792662244029E-009
  -689.2        1.563729304050E-009   1.607222281195E-008   7.791083667878E-009
  -689.1        1.563402568429E-009   1.606893342664E-008   7.789505683863E-009
  -689.0        1.563075953790E-009   1.606564526975E-008   7.787928291713E-009
  -688.9        1.562749460077E-009   1.606235834072E-008   7.786351491155E-009
  -688.8        1.562423087233E-009   1.605907263898E-008   7.784775281917E-009
  -688.7        1.562096835203E-009   1.605578816396E-008   7.783199663726E-009
  -688.6        1.561770703931E-009   1.605250491510E-008   7.781624636311E-009
  -688.5        1.561444693360E-009   1.604922289183E-008   7.780050199400E-009
  -688.4        1.561118803436E-009   1.604594209359E-008   7.778476352721E-009
  -688.3        1.560793034103E-009   1.604266251981E-008   7.776903096003E-009
  -688.2        1.560467385304E-009   1.603938416993E-008   7.775330428974E-009
  -688.1        1.560141856984E-009   1.603610704339E-008   7.773758351363E-009
  -688.0        1.559816449088E-009   1.603283113962E-008   7.772186862900E-009
  -687.9        1.559491161559E-009   1.602955645806E-008   7.770615963313E-009
  -687.8        1.559165994343E-009   1.602628299815E-008   7.769045652332E-009
  -687.7        1.558840947383E-009   1.602301075932E-008   7.767475929685E-009
  -687.6        1.558516020625E-009   1.601973974102E-008   7.765906795104E-009
  -687.5        1.558191214012E-009   1.601646994267E-008   7.764338248317E-009
  -687.4        1.557866527489E-009   1.601320136373E-008   7.762770289055E-009
  -687.3        1.557541961001E-009   1.600993400362E-008   7.761202917048E-009
  -687.2        1.557217514492E-009   1.600666786179E-008   7.759636132026E-009
  -687.1        1.556893187907E-009   1.600340293768E-008   7.758069933719E-009
  -687.0        1.556568981190E-009   1.600013923072E-008   7.756504321858E-009
  -686.9        1.556244894287E-009   1.599687674037E-008   7.754939296174E-009
  -686.8        1.555920927142E-009   1.599361546605E-008   7.753374856398E-009
  -686.7        1.555597079700E-009   1.599035540721E-008   7.751811002260E-009
  -686.6        1.555273351906E-009   1.598709656329E-008   7.750247733493E-009
  -686.5        1.554949743704E-009   1.598383893373E-008   7.748685049827E-009
  -686.4        1.554626255039E-009   1.598058251798E-008   7.747122950994E-009
  -686.3        1.554302885857E-009   1.597732731547E-008   7.745561436726E-009
  -686.2        1.553979636102E-009   1.597407332565E-008   7.744000506754E-009
  -686.1        1.553656505718E-009   1.597082054797E-008   7.742440160812E-009
  -686.0        1.553333494652E-009   1.596756898186E-008   7.740880398629E-009
  -685.9        1.553010602848E-009   1.596431862676E-008   7.739321219941E-009
  -685.8        1.552687830252E-009   1.596106948213E-008   7.737762624477E-009
  -685.7        1.552365176807E-009   1.595782154741E-008   7.736204611973E-009
  -685.6        1.552042642460E-009   1.595457482204E-008   7.734647182159E-009
  -685.5        1.551720227156E-009   1.595132930547E-008   7.733090334770E-009
  -685.4        1.551397930839E-009   1.594808499713E-008   7.731534069538E-009
  -685.3        1.551075753456E-009   1.594484189649E-008   7.729978386196E-009
  -685.2        1.550753694950E-009   1.594160000297E-008   7.728423284479E-009
  -685.1        1.550431755268E-009   1.593835931604E-008   7.726868764119E-009
  -685.0        1.550109934355E-009   1.593511983513E-008   7.725314824851E-009
  -684.9        1.549788232157E-009   1.593188155970E-008   7.723761466408E-009
  -684.8        1.549466648617E-009   1.592864448918E-008   7.722208688525E-009
  -684.7        1.549145183683E-009   1.592540862304E-008   7.720656490936E-009
  -684.6        1.548823837300E-009   1.592217396070E-008   7.719104873374E-009
  -684.5        1.548502609412E-009   1.591894050164E-008   7.717553835576E-009
  -684.4        1.548181499965E-009   1.591570824528E-008   7.716003377274E-009
  -684.3        1.547860508906E-009   1.591247719108E-008   7.714453498205E-009
  -684.2        1.547539636179E-009   1.590924733850E-008   7.712904198104E-009
  -684.1        1.547218881731E-009   1.590601868697E-008   7.711355476704E-009
  -684.0        1.546898245506E-009   1.590279123595E-008   7.709807333743E-009
  -683.9        1.546577727451E-009   1.589956498490E-008   7.708259768955E-009
  -683.8        1.546257327511E-009   1.589633993325E-008   7.706712782076E-009
  -683.7        1.545937045631E-009   1.589311608046E-008   7.705166372842E-009
  -683.6        1.545616881759E-009   1.588989342599E-008   7.703620540988E-009
  -683.5        1.545296835839E-009   1.588667196928E-008   7.702075286252E-009
  -683.4        1.544976907818E-009   1.588345170978E-008   7.700530608368E-009
  -683.3        1.544657097640E-009   1.588023264695E-008   7.698986507075E-009
  -683.2        1.544337405253E-009   1.587701478024E-008   7.697442982107E-009
  -683.1        1.544017830602E-009   1.587379810910E-008   7.695900033202E-009
  -683.0        1.543698373632E-009   1.587058263299E-008   7.694357660098E-009
  -682.9        1.543379034291E-009   1.586736835136E-008   7.692815862530E-009
  -682.8        1.543059812524E-009   1.586415526366E-008   7.691274640236E-009
  -682.7        1.542740708277E-009   1.586094336934E-008   7.689733992953E-009
  -682.6        1.542421721496E-009   1.585773266787E-008   7.688193920420E-009
  -682.5        1.542102852127E-009   1.585452315869E-008   7.686654422373E-009
  -682.4        1.541784100117E-009   1.585131484126E-008   7.685115498551E-009
  -682.3        1.541465465411E-009   1.584810771503E-008   7.683577148691E-009
  -682.2        1.541146947956E-009   1.584490177947E-008   7.682039372532E-009
  -682.1        1.540828547698E-009   1.584169703403E-008   7.680502169811E-009
  -682.0        1.540510264584E-009   1.583849347816E-008   7.678965540268E-009
  -681.9        1.540192098559E-009   1.583529111131E-008   7.677429483641E-009
  -681.8        1.539874049570E-009   1.583208993296E-008   7.675893999669E-009
  -681.7        1.539556117563E-009   1.582888994255E-008   7.674359088090E-009
  -681.6        1.539238302486E-009   1.582569113954E-008   7.672824748644E-009
  -681.5        1.538920604283E-009   1.582249352339E-008   7.671290981069E-009
  -681.4        1.538603022902E-009   1.581929709356E-008   7.669757785106E-009
  -681.3        1.538285558289E-009   1.581610184950E-008   7.668225160494E-009
  -681.2        1.537968210391E-009   1.581290779068E-008   7.666693106972E-009
  -681.1        1.537650979155E-009   1.580971491655E-008   7.665161624281E-009
  -681.0        1.537333864526E-009   1.580652322658E-008   7.663630712159E-009
  -680.9        1.537016866451E-009   1.580333272022E-008   7.662100370348E-009
  -680.8        1.536699984878E-009   1.580014339693E-008   7.660570598588E-009
  -680.7        1.536383219752E-009   1.579695525618E-008   7.659041396619E-009
  -680.6        1.536066571022E-009   1.579376829742E-008   7.657512764181E-009
  -680.5        1.535750038632E-009   1.579058252012E-008   7.655984701016E-009
  -680.4        1.535433622530E-009   1.578739792373E-008   7.654457206864E-009
  -680.3        1.535117322663E-009   1.578421450773E-008   7.652930281467E-009
  -680.2        1.534801138978E-009   1.578103227156E-008   7.651403924565E-009
  -680.1        1.534485071422E-009   1.577785121470E-008   7.649878135901E-009
  -680.0        1.534169119941E-009   1.577467133660E-008   7.648352915214E-009
  -679.9        1.533853284483E-009   1.577149263673E-008   7.646828262248E-009
  -679.8        1.533537564993E-009   1.576831511455E-008   7.645304176744E-009
  -679.7        1.533221961421E-009   1.576513876953E-008   7.643780658443E-009
  -679.6        1.532906473711E-009   1.576196360112E-008   7.642257707089E-009
  -679.5        1.532591101813E-009   1.575878960880E-008   7.640735322423E-009
  -679.4        1.532275845671E-009   1.575561679203E-008   7.639213504188E-009
  -679.3        1.531960705235E-009   1.575244515027E-008   7.637692252125E-009
  -679.2        1.531645680450E-009   1.574927468299E-008   7.636171565979E-009
  -679.1        1.531330771264E-009   1.574610538965E-008   7.634651445492E-009
  -679.0        1.531015977625E-009   1.574293726972E-008   7.633131890406E-009
  -678.9        1.530701299479E-009   1.573977032266E-008   7.631612900466E-009
  -678.8        1.530386736774E-009   1.573660454795E-008   7.630094475414E-009
  -678.7        1.530072289457E-009   1.573343994504E-008   7.628576614993E-009
  -678.6        1.529757957475E-009   1.573027651341E-008   7.627059318949E-009
  -678.5        1.529443740777E-009   1.572711425253E-008   7.625542587023E-009
  -678.4        1.529129639308E-009   1.572395316185E-008   7.624026418961E-009
  -678.3        1.528815653017E-009   1.572079324085E-008   7.622510814506E-009
  -678.2        1.528501781851E-009   1.571763448900E-008   7.620995773402E-009
  -678.1        1.528188025758E-009   1.571447690576E-008   7.619481295394E-009
  -678.0        1.527874384684E-009   1.571132049060E-008   7.617967380226E-009
  -677.9        1.527560858579E-009   1.570816524300E-008   7.616454027644E-009
  -677.8        1.527247447389E-009   1.570501116242E-008   7.614941237391E-009
  -677.7        1.526934151061E-009   1.570185824834E-008   7.613429009213E-009
  -677.6        1.526620969544E-009   1.569870650021E-008   7.611917342856E-009
  -677.5        1.526307902785E-009   1.569555591752E-008   7.610406238063E-009
  -677.4        1.525994950733E-009   1.569240649973E-008   7.608895694581E-009
  -677.3        1.525682113333E-009   1.568925824632E-008   7.607385712155E-009
  -677.2        1.525369390536E-009   1.568611115675E-008   7.605876290532E-009
  -677.1        1.525056782287E-009   1.568296523051E-008   7.604367429456E-009
  -677.0        1.524744288535E-009   1.567982046705E-008   7.602859128673E-009
  -676.9        1.524431909229E-009   1.567667686585E-008   7.601351387931E-009
  -676.8        1.524119644315E-009   1.567353442639E-008   7.599844206976E-009
  -676.7        1.523807493741E-009   1.567039314813E-008   7.598337585553E-009
  -676.6        1.523495457457E-009   1.566725303056E-008   7.596831523409E-009
  -676.5        1.523183535409E-009   1.566411407314E-008   7.595326020292E-009
  -676.4        1.522871727546E-009   1.566097627535E-008   7.593821075947E-009
  -676.3        1.522560033815E-009   1.565783963666E-008   7.592316690123E-009
  -676.2        1.522248454165E-009   1.565470415655E-008   7.590812862566E-009
  -676.1        1.521936988544E-009   1.565156983449E-008   7.589309593024E-009
  -676.0        1.521625636900E-009   1.564843666996E-008   7.587806881244E-009
  -675.9        1.521314399181E-009   1.564530466243E-008   7.586304726974E-009
  -675.8        1.521003275336E-009   1.564217381138E-008   7.584803129961E-009
  -675.7        1.520692265312E-009   1.563904411628E-008   7.583302089954E-009
  -675.6        1.520381369058E-009   1.563591557661E-008   7.581801606701E-009
  -675.5        1.520070586522E-009   1.563278819184E-008   7.580301679950E-009
  -675.4        1.519759917653E-009   1.562966196147E-008   7.578802309449E-009
  -675.3        1.519449362398E-009   1.562653688495E-008   7.577303494947E-009
  -675.2        1.519138920707E-009   1.562341296177E-008   7.575805236192E-009
  -675.1        1.518828592527E-009   1.562029019140E-008   7.574307532934E-009
  -675.0        1.518518377807E-009   1.561716857333E-008   7.572810384921E-009
  -674.9        1.518208276496E-009   1.561404810704E-008   7.571313791902E-009
  -674.8        1.517898288541E-009   1.561092879199E-008   7.569817753628E-009
  -674.7        1.517588413892E-009   1.560781062768E-008   7.568322269846E-009
  -674.6        1.517278652497E-009   1.560469361357E-008   7.566827340307E-009
  -674.5        1.516969004305E-009   1.560157774916E-008   7.565332964761E-009
  -674.4        1.516659469264E-009   1.559846303391E-008   7.563839142957E-009
  -674.3        1.516350047323E-009   1.559534946732E-008   7.562345874645E-009
  -674.2        1.516040738430E-009   1.559223704885E-008   7.560853159575E-009
  -674.1        1.515731542535E-009   1.558912577800E-008   7.559360997498E-009
  -674.0        1.515422459586E-009   1.558601565424E-008   7.557869388165E-009
  -673.9        1.515113489532E-009   1.558290667705E-008   7.556378331325E-009
  -673.8        1.514804632321E-009   1.557979884592E-008   7.554887826729E-009
  -673.7        1.514495887902E-009   1.557669216032E-008   7.553397874129E-009
  -673.6        1.514187256225E-009   1.557358661975E-008   7.551908473275E-009
  -673.5        1.513878737238E-009   1.557048222368E-008   7.550419623919E-009
  -673.4        1.513570330890E-009   1.556737897159E-008   7.548931325812E-009
  -673.3        1.513262037130E-009   1.556427686297E-008   7.547443578704E-009
  -673.2        1.512953855907E-009   1.556117589731E-008   7.545956382349E-009
  -673.1        1.512645787170E-009   1.555807607408E-008   7.544469736498E-009
  -673.0        1.512337830868E-009   1.555497739277E-008   7.542983640902E-009
  -672.9        1.512029986950E-009   1.555187985287E-008   7.541498095313E-009
  -672.8        1.511722255366E-009   1.554878345386E-008   7.540013099484E-009
  -672.7        1.511414636063E-009   1.554568819522E-008   7.538528653168E-009
  -672.6        1.511107128992E-009   1.554259407645E-008   7.537044756116E-009
  -672.5        1.510799734102E-009   1.553950109702E-008   7.535561408081E-009
  -672.4        1.510492451341E-009   1.553640925642E-008   7.534078608816E-009
  -672.3        1.510185280660E-009   1.553331855414E-008   7.532596358074E-009
  -672.2        1.509878222007E-009   1.553022898967E-008   7.531114655607E-009
  -672.1        1.509571275332E-009   1.552714056249E-008   7.529633501170E-009
  -672.0        1.509264440583E-009   1.552405327209E-008   7.528152894515E-009
  -671.9        1.508957717711E-009   1.552096711795E-008   7.526672835396E-009
  -671.8        1.508651106665E-009   1.551788209957E-008   7.525193323567E-009
  -671.7        1.508344607394E-009   1.551479821643E-008   7.523714358780E-009
  -671.6        1.508038219847E-009   1.551171546802E-008   7.522235940791E-009
  -671.5        1.507731943974E-009   1.550863385383E-008   7.520758069353E-009
  -671.4        1.507425779726E-009   1.550555337335E-008   7.519280744221E-009
  -671.3        1.507119727050E-009   1.550247402607E-008   7.517803965148E-009
  -671.2        1.506813785897E-009   1.549939581148E-008   7.516327731890E-009
  -671.1        1.506507956216E-009   1.549631872906E-008   7.514852044200E-009
  -671.0        1.506202237957E-009   1.549324277831E-008   7.513376901834E-009
  -670.9        1.505896631069E-009   1.549016795872E-008   7.511902304547E-009
  -670.8        1.505591135503E-009   1.548709426978E-008   7.510428252093E-009
  -670.7        1.505285751208E-009   1.548402171097E-008   7.508954744228E-009
  -670.6        1.504980478133E-009   1.548095028180E-008   7.507481780707E-009
  -670.5        1.504675316229E-009   1.547787998175E-008   7.506009361286E-009
  -670.4        1.504370265446E-009   1.547481081032E-008   7.504537485720E-009
  -670.3        1.504065325732E-009   1.547174276699E-008   7.503066153765E-009
  -670.2        1.503760497038E-009   1.546867585126E-008   7.501595365177E-009
  -670.1        1.503455779314E-009   1.546561006263E-008   7.500125119712E-009
  -670.0        1.503151172510E-009   1.546254540058E-008   7.498655417126E-009
  -669.9        1.502846676575E-009   1.545948186460E-008   7.497186257175E-009
  -669.8        1.502542291460E-009   1.545641945421E-008   7.495717639616E-009
  -669.7        1.502238017115E-009   1.545335816887E-008   7.494249564206E-009
  -669.6        1.501933853490E-009   1.545029800810E-008   7.492782030701E-009
  -669.5        1.501629800534E-009   1.544723897139E-008   7.491315038859E-009
  -669.4        1.501325858198E-009   1.544418105822E-008   7.489848588436E-009
  -669.3        1.501022026432E-009   1.544112426810E-008   7.488382679189E-009
  -669.2        1.500718305186E-009   1.543806860052E-008   7.486917310876E-009
  -669.1        1.500414694410E-009   1.543501405498E-008   7.485452483254E-009
  -669.0        1.500111194055E-009   1.543196063097E-008   7.483988196081E-009
  -668.9        1.499807804071E-009   1.542890832799E-008   7.482524449114E-009
  -668.8        1.499504524407E-009   1.542585714553E-008   7.481061242113E-009
  -668.7        1.499201355015E-009   1.542280708310E-008   7.479598574833E-009
  -668.6        1.498898295844E-009   1.541975814019E-008   7.478136447034E-009
  -668.5        1.498595346846E-009   1.541671031630E-008   7.476674858474E-009
  -668.4        1.498292507969E-009   1.541366361092E-008   7.475213808912E-009
  -668.3        1.497989779166E-009   1.541061802355E-008   7.473753298105E-009
  -668.2        1.497687160385E-009   1.540757355370E-008   7.472293325814E-009
  -668.1        1.497384651578E-009   1.540453020086E-008   7.470833891795E-009
  -668.0        1.497082252696E-009   1.540148796452E-008   7.469374995810E-009
  -667.9        1.496779963688E-009   1.539844684420E-008   7.467916637616E-009
  -667.8        1.496477784505E-009   1.539540683938E-008   7.466458816973E-009
  -667.7        1.496175715098E-009   1.539236794957E-008   7.465001533641E-009
  -667.6        1.495873755417E-009   1.538933017427E-008   7.463544787379E-009
  -667.5        1.495571905413E-009   1.538629351298E-008   7.462088577946E-009
  -667.4        1.495270165037E-009   1.538325796520E-008   7.460632905103E-009
  -667.3        1.494968534239E-009   1.538022353043E-008   7.459177768610E-009
  -667.2        1.494667012971E-009   1.537719020817E-008   7.457723168226E-009
  -667.1        1.494365601182E-009   1.537415799792E-008   7.456269103712E-009
  -667.0        1.494064298824E-009   1.537112689919E-008   7.454815574829E-009
  -666.9        1.493763105847E-009   1.536809691148E-008   7.453362581336E-009
  -666.8        1.493462022203E-009   1.536506803428E-008   7.451910122996E-009
  -666.7        1.493161047841E-009   1.536204026711E-008   7.450458199567E-009
  -666.6        1.492860182714E-009   1.535901360947E-008   7.449006810812E-009
  -666.5        1.492559426772E-009   1.535598806085E-008   7.447555956491E-009
  -666.4        1.492258779965E-009   1.535296362077E-008   7.446105636366E-009
  -666.3        1.491958242245E-009   1.534994028872E-008   7.444655850198E-009
  -666.2        1.491657813564E-009   1.534691806421E-008   7.443206597748E-009
  -666.1        1.491357493871E-009   1.534389694675E-008   7.441757878779E-009
  -666.0        1.491057283118E-009   1.534087693584E-008   7.440309693052E-009
  -665.9        1.490757181256E-009   1.533785803098E-008   7.438862040329E-009
  -665.8        1.490457188236E-009   1.533484023168E-008   7.437414920371E-009
  -665.7        1.490157304010E-009   1.533182353745E-008   7.435968332942E-009
  -665.6        1.489857528528E-009   1.532880794779E-008   7.434522277803E-009
  -665.5        1.489557861741E-009   1.532579346221E-008   7.433076754718E-009
  -665.4        1.489258303602E-009   1.532278008021E-008   7.431631763448E-009
  -665.3        1.488958854061E-009   1.531976780130E-008   7.430187303756E-009
  -665.2        1.488659513069E-009   1.531675662499E-008   7.428743375406E-009
  -665.1        1.488360280578E-009   1.531374655079E-008   7.427299978159E-009
  -665.0        1.488061156540E-009   1.531073757820E-008   7.425857111781E-009
  -664.9        1.487762140904E-009   1.530772970673E-008   7.424414776033E-009
  -664.8        1.487463233624E-009   1.530472293589E-008   7.422972970679E-009
  -664.7        1.487164434650E-009   1.530171726519E-008   7.421531695483E-009
  -664.6        1.486865743934E-009   1.529871269413E-008   7.420090950208E-009
  -664.5        1.486567161427E-009   1.529570922223E-008   7.418650734619E-009
  -664.4        1.486268687081E-009   1.529270684899E-008   7.417211048478E-009
  -664.3        1.485970320847E-009   1.528970557393E-008   7.415771891552E-009
  -664.2        1.485672062677E-009   1.528670539655E-008   7.414333263603E-009
  -664.1        1.485373912523E-009   1.528370631636E-008   7.412895164396E-009
  -664.0        1.485075870335E-009   1.528070833288E-008   7.411457593695E-009
  -663.9        1.484777936067E-009   1.527771144562E-008   7.410020551266E-009
  -663.8        1.484480109669E-009   1.527471565408E-008   7.408584036873E-009
  -663.7        1.484182391093E-009   1.527172095778E-008   7.407148050280E-009
  -663.6        1.483884780291E-009   1.526872735623E-008   7.405712591254E-009
  -663.5        1.483587277214E-009   1.526573484894E-008   7.404277659559E-009
  -663.4        1.483289881815E-009   1.526274343542E-008   7.402843254961E-009
  -663.3        1.482992594045E-009   1.525975311519E-008   7.401409377225E-009
  -663.2        1.482695413857E-009   1.525676388776E-008   7.399976026116E-009
  -663.1        1.482398341201E-009   1.525377575264E-008   7.398543201401E-009
  -663.0        1.482101376030E-009   1.525078870934E-008   7.397110902845E-009
  -662.9        1.481804518296E-009   1.524780275738E-008   7.395679130214E-009
  -662.8        1.481507767951E-009   1.524481789628E-008   7.394247883275E-009
  -662.7        1.481211124947E-009   1.524183412554E-008   7.392817161794E-009
  -662.6        1.480914589235E-009   1.523885144467E-008   7.391386965537E-009
  -662.5        1.480618160768E-009   1.523586985321E-008   7.389957294270E-009
  -662.4        1.480321839498E-009   1.523288935066E-008   7.388528147761E-009
  -662.3        1.480025625377E-009   1.522990993653E-008   7.387099525777E-009
  -662.2        1.479729518358E-009   1.522693161034E-008   7.385671428083E-009
  -662.1        1.479433518391E-009   1.522395437160E-008   7.384243854448E-009
  -662.0        1.479137625430E-009   1.522097821984E-008   7.382816804639E-009
  -661.9        1.478841839426E-009   1.521800315457E-008   7.381390278422E-009
  -661.8        1.478546160332E-009   1.521502917531E-008   7.379964275566E-009
  -661.7        1.478250588101E-009   1.521205628157E-008   7.378538795838E-009
  -661.6        1.477955122683E-009   1.520908447286E-008   7.377113839005E-009
  -661.5        1.477659764033E-009   1.520611374872E-008   7.375689404837E-009
  -661.4        1.477364512102E-009   1.520314410865E-008   7.374265493100E-009
  -661.3        1.477069366842E-009   1.520017555217E-008   7.372842103563E-009
  -661.2        1.476774328205E-009   1.519720807880E-008   7.371419235995E-009
  -661.1        1.476479396146E-009   1.519424168806E-008   7.369996890163E-009
  -661.0        1.476184570614E-009   1.519127637948E-008   7.368575065836E-009
  -660.9        1.475889851564E-009   1.518831215256E-008   7.367153762783E-009
  -660.8        1.475595238948E-009   1.518534900682E-008   7.365732980773E-009
  -660.7        1.475300732718E-009   1.518238694179E-008   7.364312719575E-009
  -660.6        1.475006332827E-009   1.517942595699E-008   7.362892978958E-009
  -660.5        1.474712039227E-009   1.517646605194E-008   7.361473758690E-009
  -660.4        1.474417851871E-009   1.517350722615E-008   7.360055058542E-009
  -660.3        1.474123770712E-009   1.517054947915E-008   7.358636878283E-009
  -660.2        1.473829795702E-009   1.516759281047E-008   7.357219217683E-009
  -660.1        1.473535926794E-009   1.516463721961E-008   7.355802076511E-009
  -660.0        1.473242163941E-009   1.516168270610E-008   7.354385454537E-009
  -659.9        1.472948507095E-009   1.515872926947E-008   7.352969351532E-009
  -659.8        1.472654956210E-009   1.515577690923E-008   7.351553767265E-009
  -659.7        1.472361511238E-009   1.515282562491E-008   7.350138701507E-009
  -659.6        1.472068172131E-009   1.514987541604E-008   7.348724154028E-009
  -659.5        1.471774938844E-009   1.514692628213E-008   7.347310124598E-009
  -659.4        1.471481811328E-009   1.514397822270E-008   7.345896612989E-009
  -659.3        1.471188789536E-009   1.514103123729E-008   7.344483618971E-009
  -659.2        1.470895873422E-009   1.513808532541E-008   7.343071142316E-009
  -659.1        1.470603062939E-009   1.513514048659E-008   7.341659182794E-009
  -659.0        1.470310358039E-009   1.513219672035E-008   7.340247740176E-009
  -658.9        1.470017758675E-009   1.512925402622E-008   7.338836814234E-009
  -658.8        1.469725264801E-009   1.512631240373E-008   7.337426404739E-009
  -658.7        1.469432876370E-009   1.512337185239E-008   7.336016511464E-009
  -658.6        1.469140593335E-009   1.512043237173E-008   7.334607134179E-009
  -658.5        1.468848415648E-009   1.511749396129E-008   7.333198272656E-009
  -658.4        1.468556343263E-009   1.511455662058E-008   7.331789926668E-009
  -658.3        1.468264376134E-009   1.511162034913E-008   7.330382095987E-009
  -658.2        1.467972514213E-009   1.510868514647E-008   7.328974780385E-009
  -658.1        1.467680757453E-009   1.510575101212E-008   7.327567979634E-009
  -658.0        1.467389105809E-009   1.510281794561E-008   7.326161693507E-009
  -657.9        1.467097559232E-009   1.509988594648E-008   7.324755921777E-009
  -657.8        1.466806117677E-009   1.509695501424E-008   7.323350664216E-009
  -657.7        1.466514781097E-009   1.509402514842E-008   7.321945920597E-009
  -657.6        1.466223549446E-009   1.509109634856E-008   7.320541690694E-009
  -657.5        1.465932422675E-009   1.508816861418E-008   7.319137974279E-009
  -657.4        1.465641400740E-009   1.508524194481E-008   7.317734771125E-009
  -657.3        1.465350483594E-009   1.508231633997E-008   7.316332081008E-009
  -657.2        1.465059671189E-009   1.507939179921E-008   7.314929903698E-009
  -657.1        1.464768963480E-009   1.507646832204E-008   7.313528238972E-009
  -657.0        1.464478360420E-009   1.507354590800E-008   7.312127086602E-009
  -656.9        1.464187861962E-009   1.507062455662E-008   7.310726446362E-009
  -656.8        1.463897468061E-009   1.506770426742E-008   7.309326318026E-009
  -656.7        1.463607178670E-009   1.506478503994E-008   7.307926701369E-009
  -656.6        1.463316993741E-009   1.506186687371E-008   7.306527596166E-009
  -656.5        1.463026913230E-009   1.505894976826E-008   7.305129002189E-009
  -656.4        1.462736937090E-009   1.505603372313E-008   7.303730919215E-009
  -656.3        1.462447065274E-009   1.505311873783E-008   7.302333347017E-009
  -656.2        1.462157297736E-009   1.505020481191E-008   7.300936285371E-009
  -656.1        1.461867634431E-009   1.504729194490E-008   7.299539734052E-009
  -656.0        1.461578075311E-009   1.504438013633E-008   7.298143692835E-009
  -655.9        1.461288620331E-009   1.504146938573E-008   7.296748161494E-009
  -655.8        1.460999269444E-009   1.503855969264E-008   7.295353139806E-009
  -655.7        1.460710022604E-009   1.503565105658E-008   7.293958627546E-009
  -655.6        1.460420879766E-009   1.503274347710E-008   7.292564624490E-009
  -655.5        1.460131840883E-009   1.502983695372E-008   7.291171130413E-009
  -655.4        1.459842905909E-009   1.502693148598E-008   7.289778145091E-009
  -655.3        1.459554074798E-009   1.502402707342E-008   7.288385668300E-009
  -655.2        1.459265347504E-009   1.502112371557E-008   7.286993699817E-009
  -655.1        1.458976723982E-009   1.501822141196E-008   7.285602239417E-009
  -655.0        1.458688204184E-009   1.501532016213E-008   7.284211286878E-009
  -654.9        1.458399788066E-009   1.501241996561E-008   7.282820841975E-009
  -654.8        1.458111475581E-009   1.500952082194E-008   7.281430904486E-009
  -654.7        1.457823266684E-009   1.500662273066E-008   7.280041474186E-009
  -654.6        1.457535161329E-009   1.500372569130E-008   7.278652550854E-009
  -654.5        1.457247159469E-009   1.500082970340E-008   7.277264134266E-009
  -654.4        1.456959261059E-009   1.499793476650E-008   7.275876224199E-009
  -654.3        1.456671466054E-009   1.499504088013E-008   7.274488820430E-009
